Date,Review_ID,Store_ID,Product_ID,Category,Region,Customer_ID,Rating,Sentiment,Review_Text,Verified_Purchase,Helpful_Votes
01-07-2022,R003655,S001,P0089,Groceries,East,C01194,4,Positive,"Good value, would recommend to others.",Yes,1
01-07-2022,R003969,S002,P0107,Electronics,North,C02004,4,Positive,"Works well, decent quality for the price.",Yes,18
01-07-2022,R004184,S001,P0058,Groceries,North,C00141,2,Negative,Poor packaging and average product.,Yes,10
01-07-2022,R005168,S003,P0150,Electronics,East,C01962,5,Positive,Best purchase I've made this year.,No,35
01-07-2022,R005631,S001,P0184,Groceries,South,C01792,5,Positive,"Highly recommend, works perfectly.",Yes,13
01-08-2022,R001109,S004,P0076,Electronics,North,C00251,5,Positive,Best purchase I've made this year.,Yes,16
01-08-2022,R002708,S005,P0111,Furniture,West,C01310,3,Neutral,Decent but could be better.,Yes,1
01-08-2022,R002962,S005,P0156,Groceries,West,C00437,3,Neutral,"Neutral experience, neither good nor bad.",Yes,13
01-08-2022,R003212,S005,P0040,Toys,East,C00920,5,Positive,"Highly recommend, works perfectly.",Yes,22
01-08-2022,R004231,S002,P0075,Furniture,East,C02574,5,Positive,Fast delivery and great value for money.,No,29
01-08-2022,R004722,S004,P0154,Groceries,North,C00996,4,Positive,"Works well, decent quality for the price.",Yes,4
01-08-2022,R004838,S004,P0185,Clothing,South,C00691,3,Neutral,Decent but could be better.,Yes,14
01-08-2022,R005922,S003,P0156,Groceries,North,C00392,1,Negative,"Product arrived damaged, very unhappy.",Yes,40
01-09-2022,R000416,S005,P0018,Clothing,North,C00145,1,Negative,"Terrible experience, would not buy again.",Yes,50
01-09-2022,R001470,S001,P0165,Furniture,West,C02395,5,Positive,"Absolutely love this product, will buy again.",Yes,31
01-09-2022,R001536,S002,P0120,Clothing,South,C01669,5,Positive,Best purchase I've made this year.,Yes,9
01-09-2022,R002057,S005,P0100,Electronics,East,C02639,4,Positive,"Good value, would recommend to others.",Yes,8
01-09-2022,R002535,S002,P0072,Groceries,South,C01609,1,Negative,"Product arrived damaged, very unhappy.",Yes,36
01-09-2022,R003776,S005,P0052,Toys,South,C02056,2,Negative,Disappointed with the product performance.,Yes,19
01-09-2022,R004617,S005,P0186,Groceries,North,C00143,5,Positive,Best purchase I've made this year.,Yes,9
01-09-2022,R004627,S001,P0039,Groceries,East,C02533,2,Negative,"Would not recommend, had problems.",Yes,5
01-09-2022,R004868,S001,P0090,Groceries,East,C01508,5,Positive,"Highly recommend, works perfectly.",Yes,34
01-09-2022,R005082,S002,P0127,Furniture,South,C01499,4,Positive,"Good value, would recommend to others.",No,8
01-10-2022,R003858,S001,P0161,Groceries,North,C01209,5,Positive,"Excellent quality, exceeded my expectations!",Yes,21
01-10-2022,R004646,S004,P0092,Electronics,South,C02962,5,Positive,Best purchase I've made this year.,Yes,23
01-10-2022,R005725,S001,P0008,Electronics,East,C02421,5,Positive,"Highly recommend, works perfectly.",Yes,1
01-10-2022,R005849,S001,P0018,Clothing,North,C02739,5,Positive,"Highly recommend, works perfectly.",Yes,7
01-11-2022,R000530,S002,P0019,Toys,West,C01278,5,Positive,"Highly recommend, works perfectly.",Yes,11
01-11-2022,R001415,S001,P0060,Electronics,West,C02079,1,Negative,"Product arrived damaged, very unhappy.",Yes,24
01-11-2022,R001804,S002,P0127,Furniture,North,C01005,4,Positive,"Solid product, does what it says.",Yes,8
01-11-2022,R003760,S002,P0133,Groceries,East,C01592,2,Negative,Poor packaging and average product.,No,7
01-11-2022,R003988,S002,P0085,Furniture,East,C00551,5,Positive,"Excellent quality, exceeded my expectations!",Yes,20
01-11-2022,R004479,S003,P0073,Furniture,East,C01534,3,Neutral,Fair quality for the price paid.,Yes,18
01-11-2022,R005092,S004,P0024,Toys,North,C01325,3,Neutral,Decent but could be better.,Yes,4
01-11-2022,R005480,S002,P0088,Toys,West,C02241,5,Positive,"Highly recommend, works perfectly.",Yes,45
01-11-2022,R005484,S004,P0023,Groceries,North,C02632,3,Neutral,Decent but could be better.,Yes,20
01-11-2022,R005810,S003,P0079,Toys,South,C01825,3,Neutral,Decent but could be better.,Yes,6
01-12-2022,R001292,S005,P0074,Electronics,East,C01915,2,Negative,Disappointed with the product performance.,Yes,13
01-12-2022,R001636,S004,P0071,Electronics,West,C01027,5,Positive,"Highly recommend, works perfectly.",No,7
01-12-2022,R002207,S002,P0061,Furniture,West,C02765,5,Positive,Fast delivery and great value for money.,Yes,1
01-12-2022,R003754,S005,P0045,Toys,West,C01785,4,Positive,"Works well, decent quality for the price.",Yes,4
01-12-2022,R004049,S001,P0043,Groceries,East,C00505,5,Positive,"Absolutely love this product, will buy again.",Yes,5
01-12-2022,R004568,S002,P0129,Groceries,West,C02361,2,Negative,"Not very satisfied, quality could improve.",Yes,19
01-12-2022,R004824,S001,P0036,Electronics,East,C02769,5,Positive,"Highly recommend, works perfectly.",Yes,34
01-12-2022,R005468,S002,P0031,Toys,East,C02204,4,Positive,"Works well, decent quality for the price.",Yes,14
01-12-2022,R005695,S004,P0182,Toys,South,C01201,2,Negative,Disappointed with the product performance.,Yes,6
01-13-2022,R000783,S004,P0162,Toys,North,C00936,3,Neutral,"Average product, nothing special.",Yes,7
01-13-2022,R001884,S004,P0112,Electronics,North,C02302,4,Positive,Pretty happy with this purchase.,Yes,4
01-13-2022,R002388,S002,P0189,Groceries,West,C02874,4,Positive,"Works well, decent quality for the price.",Yes,4
01-13-2022,R003224,S005,P0043,Groceries,East,C02189,2,Negative,Poor packaging and average product.,No,11
01-13-2022,R003303,S002,P0063,Furniture,East,C02585,2,Negative,"Not very satisfied, quality could improve.",Yes,0
01-13-2022,R003700,S002,P0032,Clothing,South,C01278,5,Positive,"Absolutely love this product, will buy again.",Yes,6
01-13-2022,R003866,S001,P0174,Toys,East,C00782,5,Positive,"Highly recommend, works perfectly.",Yes,28
01-13-2022,R004626,S003,P0070,Groceries,West,C02462,2,Negative,"Not very satisfied, quality could improve.",Yes,14
01-13-2022,R004688,S001,P0105,Groceries,North,C00645,4,Positive,"Works well, decent quality for the price.",Yes,20
01-13-2022,R005079,S005,P0001,Electronics,West,C00666,3,Neutral,"Average product, nothing special.",Yes,18
01-14-2022,R001173,S005,P0184,Groceries,West,C01364,4,Positive,"Good value, would recommend to others.",Yes,11
01-14-2022,R001704,S004,P0039,Groceries,West,C00214,5,Positive,Best purchase I've made this year.,Yes,12
01-14-2022,R002255,S004,P0129,Groceries,North,C01635,4,Positive,Pretty happy with this purchase.,Yes,5
01-14-2022,R002933,S004,P0193,Groceries,West,C01451,5,Positive,"Excellent quality, exceeded my expectations!",No,44
01-14-2022,R003053,S002,P0148,Clothing,South,C01946,1,Negative,"Waste of money, poor quality.",Yes,16
01-14-2022,R003942,S001,P0076,Electronics,South,C02624,2,Negative,Poor packaging and average product.,Yes,13
01-14-2022,R004349,S003,P0003,Furniture,South,C01883,5,Positive,Fast delivery and great value for money.,Yes,44
01-14-2022,R004427,S005,P0009,Groceries,East,C01428,3,Neutral,"Neutral experience, neither good nor bad.",Yes,3
01-15-2022,R000952,S005,P0182,Toys,West,C02147,5,Positive,Best purchase I've made this year.,Yes,47
01-15-2022,R001340,S004,P0197,Electronics,North,C00816,4,Positive,"Good value, would recommend to others.",Yes,2
01-15-2022,R001910,S002,P0075,Furniture,North,C01821,5,Positive,"Absolutely love this product, will buy again.",Yes,17
01-15-2022,R002192,S004,P0151,Toys,East,C00176,4,Positive,"Works well, decent quality for the price.",Yes,10
01-15-2022,R002389,S005,P0184,Groceries,South,C00751,3,Neutral,"Neutral experience, neither good nor bad.",Yes,19
01-15-2022,R002614,S005,P0097,Furniture,North,C02153,3,Neutral,"It's okay, met basic expectations.",No,4
01-15-2022,R003134,S002,P0111,Furniture,South,C02657,2,Negative,Poor packaging and average product.,Yes,10
01-15-2022,R003574,S003,P0012,Clothing,South,C02113,3,Neutral,Fair quality for the price paid.,No,6
01-15-2022,R004149,S005,P0109,Electronics,East,C02643,2,Negative,"Would not recommend, had problems.",No,6
01-15-2022,R005582,S005,P0186,Groceries,North,C02163,3,Neutral,Fair quality for the price paid.,Yes,19
01-16-2022,R001596,S001,P0024,Toys,East,C00494,4,Positive,"Solid product, does what it says.",No,16
01-16-2022,R002020,S004,P0059,Furniture,East,C00282,4,Positive,"Good product overall, minor issues but satisfied.",Yes,8
01-16-2022,R002715,S001,P0134,Electronics,South,C01963,5,Positive,"Absolutely love this product, will buy again.",Yes,31
01-16-2022,R002857,S004,P0166,Furniture,South,C01671,5,Positive,"Excellent quality, exceeded my expectations!",Yes,0
01-16-2022,R004458,S005,P0067,Clothing,South,C00454,5,Positive,Fast delivery and great value for money.,Yes,18
01-16-2022,R004672,S005,P0029,Groceries,South,C00577,3,Neutral,"It's okay, met basic expectations.",Yes,14
01-16-2022,R005145,S002,P0003,Furniture,West,C02200,2,Negative,"Below expectations, had some issues.",Yes,7
01-16-2022,R005281,S003,P0162,Toys,West,C01744,1,Negative,"Product arrived damaged, very unhappy.",Yes,0
01-17-2022,R000491,S004,P0200,Furniture,East,C01088,3,Neutral,"It's okay, met basic expectations.",Yes,9
01-17-2022,R002367,S001,P0043,Groceries,North,C00019,4,Positive,"Solid product, does what it says.",Yes,15
01-17-2022,R002417,S002,P0171,Furniture,West,C02471,3,Neutral,"It's okay, met basic expectations.",Yes,1
01-17-2022,R002529,S005,P0042,Electronics,North,C01536,5,Positive,Fast delivery and great value for money.,Yes,28
01-17-2022,R002899,S001,P0007,Toys,West,C00983,4,Positive,"Works well, decent quality for the price.",Yes,8
01-17-2022,R002947,S002,P0197,Electronics,West,C00277,4,Positive,Pretty happy with this purchase.,Yes,20
01-17-2022,R002997,S002,P0113,Clothing,West,C00001,3,Neutral,Fair quality for the price paid.,Yes,12
01-17-2022,R004357,S005,P0174,Toys,South,C00214,3,Neutral,Fair quality for the price paid.,Yes,20
01-17-2022,R004656,S005,P0028,Groceries,West,C00837,3,Neutral,"It's okay, met basic expectations.",Yes,0
01-17-2022,R004750,S004,P0089,Groceries,North,C00948,2,Negative,"Below expectations, had some issues.",Yes,0
01-17-2022,R005053,S003,P0025,Clothing,East,C02664,2,Negative,"Not very satisfied, quality could improve.",Yes,9
01-18-2022,R002236,S004,P0105,Groceries,West,C00987,4,Positive,Pretty happy with this purchase.,Yes,3
01-18-2022,R002567,S002,P0102,Toys,South,C02431,5,Positive,"Highly recommend, works perfectly.",Yes,39
01-18-2022,R002951,S001,P0013,Toys,North,C02788,5,Positive,"Excellent quality, exceeded my expectations!",Yes,16
01-18-2022,R003388,S002,P0024,Toys,North,C01062,5,Positive,"Absolutely love this product, will buy again.",Yes,30
01-18-2022,R005349,S002,P0175,Clothing,South,C01076,2,Negative,"Below expectations, had some issues.",Yes,8
01-19-2022,R004471,S004,P0126,Clothing,East,C02850,5,Positive,"Excellent quality, exceeded my expectations!",No,6
01-19-2022,R005826,S003,P0145,Toys,North,C01827,5,Positive,Fast delivery and great value for money.,Yes,22
01-20-2022,R000908,S005,P0026,Groceries,West,C01065,5,Positive,Best purchase I've made this year.,Yes,9
01-20-2022,R001179,S002,P0023,Groceries,South,C00419,3,Neutral,Decent but could be better.,Yes,18
01-20-2022,R001429,S003,P0025,Clothing,South,C02442,3,Neutral,"Neutral experience, neither good nor bad.",Yes,4
01-20-2022,R003468,S001,P0120,Clothing,West,C02762,5,Positive,Best purchase I've made this year.,Yes,23
01-20-2022,R003878,S005,P0029,Groceries,North,C02832,1,Negative,"Worst purchase, do not recommend.",Yes,18
01-20-2022,R004661,S001,P0044,Clothing,South,C00117,3,Neutral,"Average product, nothing special.",Yes,12
01-21-2022,R001015,S005,P0067,Clothing,South,C01914,4,Positive,"Good value, would recommend to others.",No,2
01-21-2022,R001383,S003,P0149,Electronics,North,C02780,4,Positive,Pretty happy with this purchase.,Yes,3
01-21-2022,R002065,S004,P0184,Groceries,East,C02719,5,Positive,"Highly recommend, works perfectly.",Yes,17
01-21-2022,R002369,S002,P0038,Clothing,East,C02723,5,Positive,"Excellent quality, exceeded my expectations!",Yes,37
01-21-2022,R003690,S003,P0157,Groceries,North,C00984,5,Positive,"Absolutely love this product, will buy again.",Yes,5
01-21-2022,R004115,S003,P0163,Furniture,East,C00432,5,Positive,"Highly recommend, works perfectly.",Yes,5
01-21-2022,R005914,S005,P0020,Groceries,North,C01781,3,Neutral,"It's okay, met basic expectations.",Yes,10
01-22-2022,R000341,S005,P0113,Clothing,West,C00453,3,Neutral,"Neutral experience, neither good nor bad.",Yes,8
01-22-2022,R000786,S005,P0179,Electronics,North,C00633,4,Positive,"Good value, would recommend to others.",No,14
01-22-2022,R001106,S001,P0066,Clothing,East,C02813,5,Positive,"Highly recommend, works perfectly.",Yes,25
01-22-2022,R001363,S005,P0137,Furniture,West,C02593,5,Positive,Fast delivery and great value for money.,Yes,3
01-22-2022,R001602,S001,P0109,Electronics,East,C01064,4,Positive,"Works well, decent quality for the price.",Yes,19
01-22-2022,R001935,S003,P0094,Groceries,South,C01711,4,Positive,Pretty happy with this purchase.,Yes,19
01-22-2022,R001944,S001,P0047,Groceries,West,C00803,3,Neutral,"Neutral experience, neither good nor bad.",Yes,16
01-22-2022,R002058,S004,P0111,Furniture,West,C02889,1,Negative,"Waste of money, poor quality.",Yes,19
01-22-2022,R002647,S005,P0135,Furniture,North,C00481,5,Positive,"Excellent quality, exceeded my expectations!",Yes,7
01-22-2022,R002687,S003,P0072,Groceries,North,C02474,4,Positive,"Good value, would recommend to others.",Yes,2
01-22-2022,R002772,S004,P0074,Electronics,South,C02683,2,Negative,"Not very satisfied, quality could improve.",Yes,19
01-22-2022,R004514,S002,P0122,Furniture,West,C01334,5,Positive,Best purchase I've made this year.,Yes,30
01-22-2022,R005251,S005,P0134,Electronics,East,C02886,5,Positive,"Excellent quality, exceeded my expectations!",Yes,5
01-23-2022,R000074,S002,P0128,Furniture,North,C02734,5,Positive,"Absolutely love this product, will buy again.",Yes,23
01-23-2022,R000755,S004,P0114,Groceries,South,C01380,4,Positive,"Works well, decent quality for the price.",Yes,1
01-23-2022,R001558,S002,P0138,Clothing,East,C02761,1,Negative,"Waste of money, poor quality.",No,17
01-23-2022,R002505,S005,P0146,Furniture,West,C00956,5,Positive,Fast delivery and great value for money.,Yes,16
01-23-2022,R003642,S002,P0063,Furniture,West,C02369,3,Neutral,Fair quality for the price paid.,Yes,4
01-23-2022,R003850,S001,P0107,Electronics,East,C02709,3,Neutral,Decent but could be better.,Yes,5
01-23-2022,R005972,S005,P0131,Clothing,South,C02659,4,Positive,Pretty happy with this purchase.,Yes,7
01-24-2022,R000492,S005,P0185,Clothing,West,C01712,5,Positive,"Absolutely love this product, will buy again.",Yes,41
01-24-2022,R000639,S005,P0163,Furniture,South,C00605,3,Neutral,Fair quality for the price paid.,No,17
01-24-2022,R000728,S001,P0159,Clothing,East,C02183,4,Positive,"Good value, would recommend to others.",Yes,5
01-24-2022,R000730,S005,P0185,Clothing,West,C02751,5,Positive,Fast delivery and great value for money.,Yes,47
01-24-2022,R001212,S001,P0189,Groceries,South,C01299,3,Neutral,Decent but could be better.,Yes,2
01-24-2022,R002166,S004,P0143,Clothing,East,C01625,5,Positive,Best purchase I've made this year.,Yes,43
01-24-2022,R002299,S005,P0119,Electronics,South,C01719,3,Neutral,"Neutral experience, neither good nor bad.",Yes,6
01-24-2022,R002686,S005,P0169,Toys,East,C01112,3,Neutral,"Average product, nothing special.",No,11
01-24-2022,R002991,S002,P0098,Toys,East,C00254,4,Positive,"Good value, would recommend to others.",Yes,16
01-24-2022,R003387,S001,P0132,Furniture,East,C02940,4,Positive,"Works well, decent quality for the price.",Yes,1
01-24-2022,R003627,S003,P0122,Furniture,West,C01947,2,Negative,"Below expectations, had some issues.",Yes,9
01-24-2022,R003784,S005,P0012,Clothing,East,C02856,3,Neutral,Fair quality for the price paid.,Yes,16
01-24-2022,R003845,S004,P0106,Furniture,West,C01184,5,Positive,Best purchase I've made this year.,Yes,20
01-24-2022,R003856,S004,P0193,Groceries,North,C01166,2,Negative,"Not very satisfied, quality could improve.",Yes,10
01-24-2022,R004012,S002,P0154,Groceries,East,C02127,4,Positive,"Solid product, does what it says.",Yes,20
01-24-2022,R004567,S004,P0200,Furniture,North,C01378,2,Negative,Disappointed with the product performance.,Yes,19
01-24-2022,R005507,S001,P0100,Electronics,North,C01872,5,Positive,Best purchase I've made this year.,No,10
01-25-2022,R000087,S002,P0028,Groceries,North,C01584,3,Neutral,"Neutral experience, neither good nor bad.",Yes,13
01-25-2022,R000784,S005,P0026,Groceries,North,C02732,3,Neutral,Fair quality for the price paid.,Yes,7
01-25-2022,R001343,S003,P0132,Furniture,South,C02380,3,Neutral,"Neutral experience, neither good nor bad.",Yes,14
01-25-2022,R002485,S002,P0041,Groceries,South,C02366,4,Positive,"Solid product, does what it says.",Yes,14
01-25-2022,R003382,S003,P0110,Toys,North,C02269,5,Positive,Best purchase I've made this year.,No,48
01-25-2022,R003424,S001,P0020,Groceries,South,C01601,5,Positive,"Absolutely love this product, will buy again.",No,39
01-25-2022,R004846,S004,P0072,Groceries,North,C02821,1,Negative,"Very disappointed, product did not work.",Yes,33
01-25-2022,R004961,S001,P0131,Clothing,East,C01659,3,Neutral,Decent but could be better.,Yes,10
01-26-2022,R000544,S004,P0176,Furniture,West,C02044,4,Positive,"Works well, decent quality for the price.",Yes,4
01-26-2022,R001650,S003,P0012,Clothing,South,C00977,3,Neutral,"Average product, nothing special.",Yes,16
01-26-2022,R002122,S002,P0144,Clothing,West,C00190,4,Positive,"Solid product, does what it says.",Yes,20
01-26-2022,R002504,S004,P0073,Furniture,North,C02396,3,Neutral,"Neutral experience, neither good nor bad.",Yes,17
01-26-2022,R002574,S002,P0112,Electronics,South,C00662,5,Positive,Best purchase I've made this year.,Yes,8
01-26-2022,R002912,S002,P0132,Furniture,West,C02118,4,Positive,"Good value, would recommend to others.",Yes,3
01-26-2022,R003048,S001,P0139,Clothing,East,C00940,1,Negative,"Worst purchase, do not recommend.",Yes,19
01-26-2022,R004575,S002,P0197,Electronics,North,C01259,2,Negative,"Would not recommend, had problems.",Yes,15
01-26-2022,R005398,S004,P0084,Clothing,South,C02988,5,Positive,Best purchase I've made this year.,Yes,13
01-26-2022,R005932,S003,P0022,Toys,South,C02129,4,Positive,"Works well, decent quality for the price.",Yes,7
01-27-2022,R000652,S001,P0021,Furniture,West,C01922,5,Positive,"Highly recommend, works perfectly.",No,5
01-27-2022,R000985,S004,P0042,Electronics,South,C01983,5,Positive,Best purchase I've made this year.,Yes,10
01-27-2022,R004233,S001,P0145,Toys,South,C00650,2,Negative,"Below expectations, had some issues.",Yes,9
01-27-2022,R005428,S003,P0092,Electronics,South,C01269,1,Negative,"Very disappointed, product did not work.",Yes,12
01-27-2022,R005846,S005,P0068,Clothing,North,C01866,5,Positive,Best purchase I've made this year.,Yes,26
01-28-2022,R000003,S005,P0077,Groceries,West,C02124,3,Neutral,Decent but could be better.,Yes,5
01-28-2022,R000371,S001,P0169,Toys,West,C02762,5,Positive,Best purchase I've made this year.,No,3
01-28-2022,R000796,S001,P0015,Furniture,North,C02858,2,Negative,"Would not recommend, had problems.",Yes,11
01-28-2022,R002441,S004,P0090,Groceries,South,C02505,4,Positive,"Solid product, does what it says.",Yes,2
01-28-2022,R003089,S001,P0044,Clothing,North,C00702,2,Negative,Disappointed with the product performance.,Yes,12
01-28-2022,R004188,S002,P0172,Toys,South,C01325,5,Positive,"Absolutely love this product, will buy again.",No,7
01-28-2022,R004290,S002,P0159,Clothing,North,C01284,3,Neutral,Fair quality for the price paid.,No,19
01-28-2022,R004296,S002,P0001,Electronics,West,C00869,5,Positive,Best purchase I've made this year.,No,20
01-28-2022,R005666,S003,P0027,Toys,East,C02611,4,Positive,Pretty happy with this purchase.,Yes,18
01-29-2022,R000524,S001,P0177,Clothing,East,C02687,4,Positive,"Solid product, does what it says.",Yes,18
01-29-2022,R002165,S003,P0090,Groceries,North,C01265,4,Positive,"Good product overall, minor issues but satisfied.",Yes,10
01-29-2022,R003118,S005,P0134,Electronics,North,C00722,4,Positive,Pretty happy with this purchase.,Yes,19
01-29-2022,R003356,S005,P0033,Toys,North,C02623,5,Positive,Best purchase I've made this year.,Yes,36
01-29-2022,R003676,S004,P0085,Furniture,East,C02404,3,Neutral,"Average product, nothing special.",Yes,7
01-29-2022,R003986,S001,P0178,Toys,West,C02404,4,Positive,"Good value, would recommend to others.",Yes,2
01-29-2022,R004019,S002,P0011,Groceries,East,C02721,4,Positive,"Solid product, does what it says.",No,12
01-29-2022,R004421,S003,P0048,Clothing,South,C02026,5,Positive,"Absolutely love this product, will buy again.",Yes,45
01-29-2022,R005190,S003,P0005,Toys,West,C01268,2,Negative,Disappointed with the product performance.,No,20
01-29-2022,R005706,S003,P0176,Furniture,South,C00876,5,Positive,"Absolutely love this product, will buy again.",Yes,46
01-30-2022,R000517,S003,P0098,Toys,West,C02679,5,Positive,"Absolutely love this product, will buy again.",Yes,30
01-30-2022,R001499,S002,P0145,Toys,South,C02111,2,Negative,"Not very satisfied, quality could improve.",Yes,12
01-30-2022,R001805,S004,P0116,Furniture,South,C02110,3,Neutral,"Neutral experience, neither good nor bad.",Yes,5
01-30-2022,R001872,S001,P0098,Toys,East,C01019,4,Positive,"Works well, decent quality for the price.",Yes,15
01-30-2022,R001949,S001,P0111,Furniture,North,C01674,5,Positive,"Absolutely love this product, will buy again.",Yes,23
01-30-2022,R002322,S005,P0087,Toys,North,C02518,3,Neutral,Decent but could be better.,No,17
01-30-2022,R003028,S003,P0008,Electronics,South,C02685,5,Positive,"Excellent quality, exceeded my expectations!",Yes,39
